"동별","연령별","시점","계","한국인","등록외국인",
"상봉1동","15~19세","2025. 1/4","837","828","9",
"상봉1동","20~24세","2025. 1/4","1089","1076","13",
"상봉1동","25~29세","2025. 1/4","1626","1591","35",
"상봉1동","30~34세","2025. 1/4","1846","1820","26",
"상봉1동","35~39세","2025. 1/4","1642","1606","36",
"상봉1동","40~44세","2025. 1/4","1691","1678","13",
"상봉1동","45~49세","2025. 1/4","1450","1441","9",
"상봉1동","50~54세","2025. 1/4","1803","1797","6",
"상봉1동","55~59세","2025. 1/4","2006","1994","12",
"상봉1동","60~64세","2025. 1/4","2087","2083","4",
"상봉1동","65~69세","2025. 1/4","1811","1808","3",
"상봉1동","70~74세","2025. 1/4","1071","1069","2",
"상봉1동","75~79세","2025. 1/4","822","822","-",
"상봉1동","80~84세","2025. 1/4","555","555","-",
"상봉1동","85~89세","2025. 1/4","297","297","-",
"상봉1동","90~94세","2025. 1/4","80","80","-",
"상봉1동","95~99세","2025. 1/4","23","23","-",
"상봉1동","100세 이상","2025. 1/4","1","1","-",
"상봉2동","합계","2025. 1/4","21443","20898","545",
"상봉2동","0~4세","2025. 1/4","420","409","11",
"상봉2동","5~9세","2025. 1/4","265","252","13",
"상봉2동","10~14세","2025. 1/4","304","293","11",
"상봉2동","15~19세","2025. 1/4","407","384","23",
"상봉2동","20~24세","2025. 1/4","1314","1220","94",
"상봉2동","25~29세","2025. 1/4","3156","3040","116",
"상봉2동","30~34세","2025. 1/4","3228","3161","67",
"상봉2동","35~39세","2025. 1/4","1889","1831","58",
"상봉2동","40~44세","2025. 1/4","1400","1367","33",
"상봉2동","45~49세","2025. 1/4","1142","1117","25",
"상봉2동","50~54세","2025. 1/4","1402","1376","26",
"상봉2동","55~59세","2025. 1/4","1500","1471","29",
"상봉2동","60~64세","2025. 1/4","1531","1504","27",
"상봉2동","65~69세","2025. 1/4","1256","1249","7",
"상봉2동","70~74세","2025. 1/4","854","852","2",
"상봉2동","75~79세","2025. 1/4","634","631","3",
"상봉2동","80~84세","2025. 1/4","455","455","-",
"상봉2동","85~89세","2025. 1/4","200","200","-",
"상봉2동","90~94세","2025. 1/4","71","71","-",
"상봉2동","95~99세","2025. 1/4","11","11","-",
"상봉2동","100세 이상","2025. 1/4","4","4","-",
"중화1동","합계","2025. 1/4","18456","18192","264",
"중화1동","0~4세","2025. 1/4","375","364","11",
"중화1동","5~9세","2025. 1/4","435","425","10",
"중화1동","10~14세","2025. 1/4","525","521","4",
"중화1동","15~19세","2025. 1/4","592","589","3",
"중화1동","20~24세","2025. 1/4","805","769","36",
"중화1동","25~29세","2025. 1/4","1369","1323","46",
"중화1동","30~34세","2025. 1/4","1682","1642","40",
"중화1동","35~39세","2025. 1/4","1318","1285","33",
"중화1동","40~44세","2025. 1/4","1305","1293","12",
"중화1동","45~49세","2025. 1/4","1172","1160","12",
"중화1동","50~54세","2025. 1/4","1392","1375","17",
"중화1동","55~59세","2025. 1/4","1477","1461","16",
"중화1동","60~64세","2025. 1/4","1695","1685","10",
"중화1동","65~69세","2025. 1/4","1575","1566","9",
"중화1동","70~74세","2025. 1/4","1118","1114","4",
"중화1동","75~79세","2025. 1/4","767","766","1",
"중화1동","80~84세","2025. 1/4","524","524","-",
"중화1동","85~89세","2025. 1/4","246","246","-",
"중화1동","90~94세","2025. 1/4","66","66","-",
"중화1동","95~99세","2025. 1/4","16","16","-",
"중화1동","100세 이상","2025. 1/4","2","2","-",
"중화2동","합계","2025. 1/4","24107","23513","594",
"중화2동","0~4세","2025. 1/4","366","352","14",
"중화2동","5~9세","2025. 1/4","407","395","12",
"중화2동","10~14세","2025. 1/4","441","430","11",
"중화2동","15~19세","2025. 1/4","522","503","19",
"중화2동","20~24세","2025. 1/4","1144","1056","88",
"중화2동","25~29세","2025. 1/4","2051","1958","93",
"중화2동","30~34세","2025. 1/4","2213","2141","72",
"중화2동","35~39세","2025. 1/4","1509","1458","51",
"중화2동","40~44세","2025. 1/4","1529","1486","43",
"중화2동","45~49세","2025. 1/4","1470","1428","42",
"중화2동","50~54세","2025. 1/4","1873","1841","32",
"중화2동","55~59세","2025. 1/4","2339","2292","47",
"중화2동","60~64세","2025. 1/4","2411","2381","30",
"중화2동","65~69세","2025. 1/4","2096","2072","24",
"중화2동","70~74세","2025. 1/4","1398","1391","7",
"중화2동","75~79세","2025. 1/4","1015","1010","5",
"중화2동","80~84세","2025. 1/4","790","789","1",
"중화2동","85~89세","2025. 1/4","399","398","1",
"중화2동","90~94세","2025. 1/4","118","116","2",
"중화2동","95~99세","2025. 1/4","15","15","-",
"중화2동","100세 이상","2025. 1/4","1","1","-",
"묵1동","합계","2025. 1/4","33595","33343","252",
"묵1동","0~4세","2025. 1/4","577","573","4",
"묵1동","5~9세","2025. 1/4","972","969","3",
"묵1동","10~14세","2025. 1/4","1391","1390","1",
"묵1동","15~19세","2025. 1/4","1461","1452","9",
"묵1동","20~24세","2025. 1/4","2002","1955","47",
"묵1동","25~29세","2025. 1/4","2550","2515","35",
"묵1동","30~34세","2025. 1/4","2561","2523","38",
"묵1동","35~39세","2025. 1/4","2058","2028","30",
"묵1동","40~44세","2025. 1/4","2404","2387","17",
"묵1동","45~49세","2025. 1/4","2554","2538","16",
"묵1동","50~54세","2025. 1/4","2971","2957","14",
"묵1동","55~59세","2025. 1/4","2589","2571","18",
"묵1동","60~64세","2025. 1/4","2590","2579","11",
"묵1동","65~69세","2025. 1/4","2378","2373","5",
"묵1동","70~74세","2025. 1/4","1758","1754","4",
"묵1동","75~79세","2025. 1/4","1269","1269","-",
"묵1동","80~84세","2025. 1/4","878","878","-",
"묵1동","85~89세","2025. 1/4","457","457","-",
"묵1동","90~94세","2025. 1/4","143","143","-",
"묵1동","95~99세","2025. 1/4","27","27","-",
"묵1동","100세 이상","2025. 1/4","5","5","-",
"묵2동","합계","2025. 1/4","18196","17836","360",
"묵2동","0~4세","2025. 1/4","321","313","8",
"묵2동","5~9세","2025. 1/4","408","399","9",
"묵2동","10~14세","2025. 1/4","470","463","7",
"묵2동","15~19세","2025. 1/4","555","542","13",
"묵2동","20~24세","2025. 1/4","975","889","86",
"묵2동","25~29세","2025. 1/4","1428","1367","61",
"묵2동","30~34세","2025. 1/4","1504","1464","40",
"묵2동","35~39세","2025. 1/4","1154","1118","36",
"묵2동","40~44세","2025. 1/4","1276","1253","23",
"묵2동","45~49세","2025. 1/4","1225","1208","17",
"묵2동","50~54세","2025. 1/4","1517","1502","15",
"묵2동","55~59세","2025. 1/4","1551","1533","18",
"묵2동","60~64세","2025. 1/4","1590","1575","15",
"묵2동","65~69세","2025. 1/4","1451","1447","4",
"묵2동","70~74세","2025. 1/4","1135","1128","7",
"묵2동","75~79세","2025. 1/4","730","730","-",
"묵2동","80~84세","2025. 1/4","551","550","1",
"묵2동","85~89세","2025. 1/4","262","262","-",
"묵2동","90~94세","2025. 1/4","79","79","-",
"묵2동","95~99세","2025. 1/4","11","11","-",
"묵2동","100세 이상","2025. 1/4","3","3","-",
"망우3동","합계","2025. 1/4","15867","15338","529",
"망우3동","0~4세","2025. 1/4","250","220","30",
"망우3동","5~9세","2025. 1/4","307","275","32",
"망우3동","10~14세","2025. 1/4","388","361","27",
"망우3동","15~19세","2025. 1/4","485","457","28",
"망우3동","20~24세","2025. 1/4","772","687","85",
"망우3동","25~29세","2025. 1/4","1147","1073","74",
"망우3동","30~34세","2025. 1/4","1176","1117","59",
"망우3동","35~39세","2025. 1/4","918","860","58",
"망우3동","40~44세","2025. 1/4","999","958","41",
"망우3동","45~49세","2025. 1/4","926","897","29",
"망우3동","50~54세","2025. 1/4","1335","1310","25",
"망우3동","55~59세","2025. 1/4","1589","1567","22",
"망우3동","60~64세","2025. 1/4","1625","1614","11",
"망우3동","65~69세","2025. 1/4","1429","1422","7",
"망우3동","70~74세","2025. 1/4","955","954","1",
"망우3동","75~79세","2025. 1/4","713","713","-",
"망우3동","80~84세","2025. 1/4","485","485","-",
"망우3동","85~89세","2025. 1/4","240","240","-",
"망우3동","90~94세","2025. 1/4","101","101","-",
"망우3동","95~99세","2025. 1/4","26","26","-",
"망우3동","100세 이상","2025. 1/4","1","1","-",
"신내1동","합계","2025. 1/4","37118","36940","178",
"신내1동","0~4세","2025. 1/4","845","841","4",
"신내1동","5~9세","2025. 1/4","1143","1140","3",
"신내1동","10~14세","2025. 1/4","1855","1851","4",
"신내1동","15~19세","2025. 1/4","1845","1842","3",
"신내1동","20~24세","2025. 1/4","1796","1783","13",
"신내1동","25~29세","2025. 1/4","2150","2135","15",
"신내1동","30~34세","2025. 1/4","2477","2455","22",
"신내1동","35~39세","2025. 1/4","2170","2132","38",
"신내1동","40~44세","2025. 1/4","2630","2605","25",
"신내1동","45~49세","2025. 1/4","2670","2659","11",
"신내1동","50~54세","2025. 1/4","2921","2906","15",
"신내1동","55~59세","2025. 1/4","3144","3137","7",
"신내1동","60~64세","2025. 1/4","3311","3303","8",
"신내1동","65~69세","2025. 1/4","2891","2884","7",
"신내1동","70~74세","2025. 1/4","1980","1978","2",
"신내1동","75~79세","2025. 1/4","1472","1471","1",
"신내1동","80~84세","2025. 1/4","1008","1008","-",
"신내1동","85~89세","2025. 1/4","548","548","-",
"신내1동","90~94세","2025. 1/4","202","202","-",
"신내1동","95~99세","2025. 1/4","48","48","-",
"신내1동","100세 이상","2025. 1/4","12","12","-",
"신내2동","합계","2025. 1/4","19334","19243","91",
"신내2동","0~4세","2025. 1/4","396","394","2",
"신내2동","5~9세","2025. 1/4","525","525","-",
"신내2동","10~14세","2025. 1/4","641","640","1",
"신내2동","15~19세","2025. 1/4","697","696","1",
"신내2동","20~24세","2025. 1/4","851","845","6",
"신내2동","25~29세","2025. 1/4","1135","1121","14",
"신내2동","30~34세","2025. 1/4","1483","1465","18",
"신내2동","35~39세","2025. 1/4","1270","1260","10",
"신내2동","40~44세","2025. 1/4","1360","1352","8",
"신내2동","45~49세","2025. 1/4","1315","1306","9",
"신내2동","50~54세","2025. 1/4","1555","1550","5",
"신내2동","55~59세","2025. 1/4","1629","1621","8",
"신내2동","60~64세","2025. 1/4","1648","1642","6",
"신내2동","65~69세","2025. 1/4","1730","1727","3",
"신내2동","70~74세","2025. 1/4","1219","1219","-",
"신내2동","75~79세","2025. 1/4","812","812","-",
"신내2동","80~84세","2025. 1/4","565","565","-",
"신내2동","85~89세","2025. 1/4","348","348","-",
"신내2동","90~94세","2025. 1/4","124","124","-",
"신내2동","95~99세","2025. 1/4","25","25","-",
"신내2동","100세 이상","2025. 1/4","6","6","-",
"면목본동","합계","2025. 1/4","33051","32173","878",
"면목본동","0~4세","2025. 1/4","511","486","25",
"면목본동","5~9세","2025. 1/4","584","558","26",
"면목본동","10~14세","2025. 1/4","729","713","16",
"면목본동","15~19세","2025. 1/4","811","781","30",
"면목본동","20~24세","2025. 1/4","1722","1562","160",
"면목본동","25~29세","2025. 1/4","3083","2918","165",
"면목본동","30~34세","2025. 1/4","3265","3164","101",
"면목본동","35~39세","2025. 1/4","2259","2200","59",
"면목본동","40~44세","2025. 1/4","2160","2103","57",
"면목본동","45~49세","2025. 1/4","2046","1993","53",
"면목본동","50~54세","2025. 1/4","2762","2706","56",
"면목본동","55~59세","2025. 1/4","3046","2982","64",
"면목본동","60~64세","2025. 1/4","2993","2953","40",
"면목본동","65~69세","2025. 1/4","2514","2493","21",
"면목본동","70~74세","2025. 1/4","1732","1727","5",
"면목본동","75~79세","2025. 1/4","1326","1326","-",
"면목본동","80~84세","2025. 1/4","909","909","-",
"면목본동","85~89세","2025. 1/4","441","441","-",
"면목본동","90~94세","2025. 1/4","134","134","-",
"면목본동","95~99세","2025. 1/4","22","22","-",
"면목본동","100세 이상","2025. 1/4","2","2","-",
"면목3.8동","합계","2025. 1/4","24272","23752","520",
"면목3.8동","0~4세","2025. 1/4","399","386","13",
"면목3.8동","5~9세","2025. 1/4","438","428","10",
"면목3.8동","10~14세","2025. 1/4","508","494","14",
"면목3.8동","15~19세","2025. 1/4","677","655","22",
"면목3.8동","20~24세","2025. 1/4","1253","1145","108",
"면목3.8동","25~29세","2025. 1/4","1978","1874","104",
"면목3.8동","30~34세","2025. 1/4","2027","1981","46",
"면목3.8동","35~39세","2025. 1/4","1552","1511","41",
"면목3.8동","40~44세","2025. 1/4","1520","1489","31",
"면목3.8동","45~49세","2025. 1/4","1531","1504","27",
"면목3.8동","50~54세","2025. 1/4","1971","1936","35",
"면목3.8동","55~59세","2025. 1/4","2260","2234","26",
"면목3.8동","60~64세","2025. 1/4","2272","2244","28",
"면목3.8동","65~69세","2025. 1/4","2148","2139","9",
"면목3.8동","70~74세","2025. 1/4","1450","1446","4",
"면목3.8동","75~79세","2025. 1/4","1070","1068","2",
"면목3.8동","80~84세","2025. 1/4","707","707","-",
"면목3.8동","85~89세","2025. 1/4","375","375","-",
"면목3.8동","90~94세","2025. 1/4","106","106","-",
"면목3.8동","95~99세","2025. 1/4","26","26","-",
"면목3.8동","100세 이상","2025. 1/4","4","4","-",
"망우본동","합계","2025. 1/4","38659","38168","491",
"망우본동","0~4세","2025. 1/4","1252","1240","12",
"망우본동","5~9세","2025. 1/4","1427","1405","22",
"망우본동","10~14세","2025. 1/4","1151","1131","20",
"망우본동","15~19세","2025. 1/4","1148","1127","21",
"망우본동","20~24세","2025. 1/4","1630","1589","41",
"망우본동","25~29세","2025. 1/4","2739","2669","70",
"망우본동","30~34세","2025. 1/4","3595","3529","66",
"망우본동","35~39세","2025. 1/4","3147","3087","60",
"망우본동","40~44세","2025. 1/4","3108","3064","44",
"망우본동","45~49세","2025. 1/4","2441","2411","30",
